do_location_id,zone,borough,trip_count,avg_distance_mi,total_distance_mi,avg_fare,total_fare,fare_median
5,Arden Heights,Staten Island,158,33.617664556962026,5311.591,120.84955696202532,19094.23,122.01
194,Randalls Island,Manhattan,143,15.844517482517483,2265.766,67.13244755244756,9599.94,67.4
240,Van Cortlandt Park,Bronx,142,23.073704225352113,3276.466,78.50387323943661,11147.55,75.36
57,Corona,Queens,142,9.93779577464789,1411.1670000000004,40.447746478873235,5743.579999999999,39.4
204,Rossville/Woodrow,Staten Island,133,34.40587218045114,4575.981000000002,119.97172932330828,15956.240000000002,122.39
44,Charleston/Tottenville,Staten Island,132,36.587901515151515,4829.603,133.10075757575757,17569.3,129.15
31,Bronx Park,Bronx,99,19.651707070707072,1945.519,69.81202020202021,6911.39,69.12
128,Inwood Hill Park,Manhattan,98,22.861459183673468,2240.423,80.55979591836733,7894.859999999999,70.0
184,Pelham Bay Park,Bronx,89,18.75137078651685,1668.8719999999996,64.90955056179776,5776.950000000001,60.42
207,Saint Michaels Cemetery/Woodside,Queens,75,11.985080000000002,898.8810000000001,46.0272,3452.04,45.0
111,Green-Wood Cemetery,Brooklyn,53,23.667037735849053,1254.3529999999998,89.49452830188682,4743.210000000001,88.82
12,Battery Park,Manhattan,48,24.84941666666666,1192.7719999999997,90.15479166666667,4327.43,89.67
8,Astoria Park,Queens,44,14.115159090909096,621.0670000000002,57.93295454545455,2549.05,56.9
